dataset,instancia,n,W,archivo
fullRandom,51,1266,4375,instancias/fullRandom/51.in
fullRandom,52,2439,4782,instancias/fullRandom/52.in
fullRandom,53,848,4393,instancias/fullRandom/53.in
fullRandom,54,2893,2780,instancias/fullRandom/54.in
fullRandom,55,2487,174,instancias/fullRandom/55.in
fullRandom,56,4138,1268,instancias/fullRandom/56.in
fullRandom,57,876,4667,instancias/fullRandom/57.in
fullRandom,58,755,2638,instancias/fullRandom/58.in
fullRandom,59,4442,3513,instancias/fullRandom/59.in
fullRandom,60,2114,569,instancias/fullRandom/60.in
fullRandom,61,3388,2594,instancias/fullRandom/61.in
fullRandom,62,226,366,instancias/fullRandom/62.in
fullRandom,63,734,1133,instancias/fullRandom/63.in
fullRandom,64,3696,3018,instancias/fullRandom/64.in
fullRandom,65,461,4736,instancias/fullRandom/65.in
fullRandom,66,3363,2786,instancias/fullRandom/66.in
fullRandom,67,1813,511,instancias/fullRandom/67.in
fullRandom,68,4004,4362,instancias/fullRandom/68.in
fullRandom,69,1279,3020,instancias/fullRandom/69.in
fullRandom,70,2218,2200,instancias/fullRandom/70.in
fullRandom,71,3367,955,instancias/fullRandom/71.in
fullRandom,72,97,2588,instancias/fullRandom/72.in
fullRandom,73,3011,4716,instancias/fullRandom/73.in
fullRandom,74,2466,3445,instancias/fullRandom/74.in
fullRandom,75,1197,3494,instancias/fullRandom/75.in
fullRandom,76,2063,1493,instancias/fullRandom/76.in
fullRandom,77,3231,2529,instancias/fullRandom/77.in
fullRandom,78,1086,2328,instancias/fullRandom/78.in
fullRandom,79,3021,39,instancias/fullRandom/79.in
fullRandom,80,2028,1531,instancias/fullRandom/80.in
fullRandom,81,18,3757,instancias/fullRandom/81.in
fullRandom,82,1664,3049,instancias/fullRandom/82.in
fullRandom,83,3549,1408,instancias/fullRandom/83.in
fullRandom,84,3388,1551,instancias/fullRandom/84.in
fullRandom,85,4962,4510,instancias/fullRandom/85.in
fullRandom,86,1038,742,instancias/fullRandom/86.in
fullRandom,87,3762,1780,instancias/fullRandom/87.in
fullRandom,88,2927,1631,instancias/fullRandom/88.in
fullRandom,89,3343,4102,instancias/fullRandom/89.in
fullRandom,90,213,249,instancias/fullRandom/90.in
fullRandom,91,3797,2469,instancias/fullRandom/91.in
fullRandom,92,4870,3985,instancias/fullRandom/92.in
fullRandom,93,2683,1203,instancias/fullRandom/93.in
fullRandom,94,4412,996,instancias/fullRandom/94.in
fullRandom,95,4340,2555,instancias/fullRandom/95.in
fullRandom,96,137,3486,instancias/fullRandom/96.in
fullRandom,97,922,3240,instancias/fullRandom/97.in
fullRandom,98,981,979,instancias/fullRandom/98.in
fullRandom,99,1791,2991,instancias/fullRandom/99.in
fullRandom,100,693,4727,instancias/fullRandom/100.in
fullRandom,101,4503,1041,instancias/fullRandom/101.in
fullRandom,102,4852,852,instancias/fullRandom/102.in
fullRandom,103,1174,935,instancias/fullRandom/103.in
fullRandom,104,1614,4482,instancias/fullRandom/104.in
fullRandom,105,4882,3191,instancias/fullRandom/105.in
fullRandom,106,1982,4159,instancias/fullRandom/106.in
fullRandom,107,1786,2739,instancias/fullRandom/107.in
fullRandom,108,846,3933,instancias/fullRandom/108.in
fullRandom,109,3353,2411,instancias/fullRandom/109.in
fullRandom,110,1302,3795,instancias/fullRandom/110.in
fullRandom,111,1354,3003,instancias/fullRandom/111.in
fullRandom,112,39,3938,instancias/fullRandom/112.in
fullRandom,113,4374,3650,instancias/fullRandom/113.in
fullRandom,114,4884,648,instancias/fullRandom/114.in
fullRandom,115,4348,1373,instancias/fullRandom/115.in
fullRandom,116,399,4290,instancias/fullRandom/116.in
fullRandom,117,3420,477,instancias/fullRandom/117.in
fullRandom,118,660,89,instancias/fullRandom/118.in
fullRandom,119,1401,222,instancias/fullRandom/119.in
fullRandom,120,1670,57,instancias/fullRandom/120.in
fullRandom,121,1610,1640,instancias/fullRandom/121.in
fullRandom,122,3395,1715,instancias/fullRandom/122.in
fullRandom,123,4447,2018,instancias/fullRandom/123.in
fullRandom,124,1639,3293,instancias/fullRandom/124.in
fullRandom,125,2933,2779,instancias/fullRandom/125.in
fullRandom,126,2947,4540,instancias/fullRandom/126.in
fullRandom,127,3603,4366,instancias/fullRandom/127.in
fullRandom,128,4070,540,instancias/fullRandom/128.in
fullRandom,129,2455,359,instancias/fullRandom/129.in
fullRandom,130,953,631,instancias/fullRandom/130.in
fullRandom,131,907,4291,instancias/fullRandom/131.in
fullRandom,132,3240,761,instancias/fullRandom/132.in
fullRandom,133,4034,1209,instancias/fullRandom/133.in
fullRandom,134,1419,82,instancias/fullRandom/134.in
fullRandom,135,529,3995,instancias/fullRandom/135.in
fullRandom,136,4755,1165,instancias/fullRandom/136.in
fullRandom,137,133,580,instancias/fullRandom/137.in
fullRandom,138,4593,792,instancias/fullRandom/138.in
fullRandom,139,905,110,instancias/fullRandom/139.in
fullRandom,140,2393,4649,instancias/fullRandom/140.in
fullRandom,141,979,3591,instancias/fullRandom/141.in
fullRandom,142,3110,2831,instancias/fullRandom/142.in
fullRandom,143,2596,1825,instancias/fullRandom/143.in
fullRandom,144,657,381,instancias/fullRandom/144.in
fullRandom,145,1790,1530,instancias/fullRandom/145.in
fullRandom,146,2059,4398,instancias/fullRandom/146.in
fullRandom,147,294,2532,instancias/fullRandom/147.in
fullRandom,148,1308,1372,instancias/fullRandom/148.in
fullRandom,149,4834,4081,instancias/fullRandom/149.in
fullRandom,150,581,2707,instancias/fullRandom/150.in
fullRandom,151,4630,1723,instancias/fullRandom/151.in
fullRandom,152,1317,328,instancias/fullRandom/152.in
fullRandom,153,3431,2160,instancias/fullRandom/153.in
fullRandom,154,4656,343,instancias/fullRandom/154.in
fullRandom,155,2303,4916,instancias/fullRandom/155.in
fullRandom,156,2658,88,instancias/fullRandom/156.in
fullRandom,157,1941,553,instancias/fullRandom/157.in
fullRandom,158,1097,1878,instancias/fullRandom/158.in
fullRandom,159,3269,2496,instancias/fullRandom/159.in
fullRandom,160,620,3014,instancias/fullRandom/160.in
fullRandom,161,3026,2064,instancias/fullRandom/161.in
fullRandom,162,115,1538,instancias/fullRandom/162.in
fullRandom,163,4300,4500,instancias/fullRandom/163.in
fullRandom,164,2344,1516,instancias/fullRandom/164.in
fullRandom,165,993,939,instancias/fullRandom/165.in
fullRandom,166,2899,2878,instancias/fullRandom/166.in
fullRandom,167,3861,4923,instancias/fullRandom/167.in
fullRandom,168,477,1167,instancias/fullRandom/168.in
fullRandom,169,4889,2436,instancias/fullRandom/169.in
fullRandom,170,2299,2686,instancias/fullRandom/170.in
fullRandom,171,4215,2025,instancias/fullRandom/171.in
fullRandom,172,3128,3090,instancias/fullRandom/172.in
fullRandom,173,420,3402,instancias/fullRandom/173.in
fullRandom,174,3250,3106,instancias/fullRandom/174.in
fullRandom,175,33,695,instancias/fullRandom/175.in
fullRandom,176,3853,2849,instancias/fullRandom/176.in
fullRandom,177,3332,791,instancias/fullRandom/177.in
fullRandom,178,2354,401,instancias/fullRandom/178.in
fullRandom,179,1950,4661,instancias/fullRandom/179.in
fullRandom,180,3472,67,instancias/fullRandom/180.in
fullRandom,181,926,4364,instancias/fullRandom/181.in
fullRandom,182,3538,538,instancias/fullRandom/182.in
fullRandom,183,3200,3469,instancias/fullRandom/183.in
fullRandom,184,3099,4966,instancias/fullRandom/184.in
fullRandom,185,2644,2970,instancias/fullRandom/185.in
fullRandom,186,4688,4765,instancias/fullRandom/186.in
fullRandom,187,3252,2113,instancias/fullRandom/187.in
fullRandom,188,2810,2739,instancias/fullRandom/188.in
fullRandom,189,2460,2994,instancias/fullRandom/189.in
fullRandom,190,3343,1297,instancias/fullRandom/190.in
fullRandom,191,4014,4428,instancias/fullRandom/191.in
fullRandom,192,3068,3587,instancias/fullRandom/192.in
fullRandom,193,2544,1450,instancias/fullRandom/193.in
fullRandom,194,1267,3532,instancias/fullRandom/194.in
fullRandom,195,2908,648,instancias/fullRandom/195.in
fullRandom,196,1352,1698,instancias/fullRandom/196.in
fullRandom,197,1752,695,instancias/fullRandom/197.in
fullRandom,198,2829,1073,instancias/fullRandom/198.in
fullRandom,199,1938,3147,instancias/fullRandom/199.in
fullRandom,200,4137,435,instancias/fullRandom/200.in
fullRandom,201,812,1106,instancias/fullRandom/201.in
fullRandom,202,3830,1156,instancias/fullRandom/202.in
fullRandom,203,162,3589,instancias/fullRandom/203.in
fullRandom,204,3727,3219,instancias/fullRandom/204.in
fullRandom,205,2233,2302,instancias/fullRandom/205.in
fullRandom,206,4238,4713,instancias/fullRandom/206.in
fullRandom,207,783,348,instancias/fullRandom/207.in
fullRandom,208,3031,1666,instancias/fullRandom/208.in
fullRandom,209,3297,3178,instancias/fullRandom/209.in
fullRandom,210,2216,3786,instancias/fullRandom/210.in
fullRandom,211,3663,3897,instancias/fullRandom/211.in
fullRandom,212,785,3279,instancias/fullRandom/212.in
fullRandom,213,798,4897,instancias/fullRandom/213.in
fullRandom,214,405,2647,instancias/fullRandom/214.in
fullRandom,215,3897,4261,instancias/fullRandom/215.in
fullRandom,216,2999,4467,instancias/fullRandom/216.in
fullRandom,217,1228,207,instancias/fullRandom/217.in
fullRandom,218,1325,4691,instancias/fullRandom/218.in
fullRandom,219,2401,3274,instancias/fullRandom/219.in
fullRandom,220,1330,624,instancias/fullRandom/220.in
fullRandom,221,4950,3340,instancias/fullRandom/221.in
fullRandom,222,4178,218,instancias/fullRandom/222.in
fullRandom,223,2682,4176,instancias/fullRandom/223.in
fullRandom,224,436,1840,instancias/fullRandom/224.in
fullRandom,225,957,3309,instancias/fullRandom/225.in
fullRandom,226,3054,2163,instancias/fullRandom/226.in
fullRandom,227,849,2263,instancias/fullRandom/227.in
fullRandom,228,2859,3113,instancias/fullRandom/228.in
fullRandom,229,1318,1825,instancias/fullRandom/229.in
fullRandom,230,2244,2393,instancias/fullRandom/230.in
fullRandom,231,3375,3440,instancias/fullRandom/231.in
fullRandom,232,1213,3315,instancias/fullRandom/232.in
fullRandom,233,4146,123,instancias/fullRandom/233.in
fullRandom,234,4557,409,instancias/fullRandom/234.in
fullRandom,235,2429,1543,instancias/fullRandom/235.in
fullRandom,236,90,3356,instancias/fullRandom/236.in
fullRandom,237,4125,537,instancias/fullRandom/237.in
fullRandom,238,311,1391,instancias/fullRandom/238.in
fullRandom,239,899,811,instancias/fullRandom/239.in
fullRandom,240,355,3245,instancias/fullRandom/240.in
fullRandom,241,4697,3303,instancias/fullRandom/241.in
fullRandom,242,2325,532,instancias/fullRandom/242.in
fullRandom,243,3582,4234,instancias/fullRandom/243.in
fullRandom,244,4734,659,instancias/fullRandom/244.in
fullRandom,245,2128,2539,instancias/fullRandom/245.in
fullRandom,246,3190,1202,instancias/fullRandom/246.in
fullRandom,247,1977,3364,instancias/fullRandom/247.in
fullRandom,248,55,4402,instancias/fullRandom/248.in
fullRandom,249,864,3201,instancias/fullRandom/249.in
fullRandom,250,783,291,instancias/fullRandom/250.in
fullRandom,251,2551,1353,instancias/fullRandom/251.in
fullRandom,252,470,2419,instancias/fullRandom/252.in
fullRandom,253,594,433,instancias/fullRandom/253.in
fullRandom,254,4987,616,instancias/fullRandom/254.in
fullRandom,255,1684,632,instancias/fullRandom/255.in
fullRandom,256,3404,3062,instancias/fullRandom/256.in
fullRandom,257,4635,312,instancias/fullRandom/257.in
fullRandom,258,220,2499,instancias/fullRandom/258.in
fullRandom,259,1999,4835,instancias/fullRandom/259.in
fullRandom,260,4676,115,instancias/fullRandom/260.in
fullRandom,261,2914,921,instancias/fullRandom/261.in
fullRandom,262,1733,2459,instancias/fullRandom/262.in
fullRandom,263,4667,2748,instancias/fullRandom/263.in
fullRandom,264,4689,2708,instancias/fullRandom/264.in
fullRandom,265,816,4702,instancias/fullRandom/265.in
fullRandom,266,927,1132,instancias/fullRandom/266.in
fullRandom,267,4667,2871,instancias/fullRandom/267.in
fullRandom,268,104,3666,instancias/fullRandom/268.in
fullRandom,269,892,3785,instancias/fullRandom/269.in
fullRandom,270,184,2039,instancias/fullRandom/270.in
fullRandom,271,2533,4980,instancias/fullRandom/271.in
fullRandom,272,629,2297,instancias/fullRandom/272.in
fullRandom,273,396,862,instancias/fullRandom/273.in
fullRandom,274,1348,972,instancias/fullRandom/274.in
fullRandom,275,3150,3793,instancias/fullRandom/275.in
fullRandom,276,166,3800,instancias/fullRandom/276.in
fullRandom,277,2700,3833,instancias/fullRandom/277.in
fullRandom,278,609,897,instancias/fullRandom/278.in
fullRandom,279,1985,2669,instancias/fullRandom/279.in
fullRandom,280,3849,3138,instancias/fullRandom/280.in
fullRandom,281,1658,799,instancias/fullRandom/281.in
fullRandom,282,2940,524,instancias/fullRandom/282.in
fullRandom,283,178,2338,instancias/fullRandom/283.in
fullRandom,284,3600,2517,instancias/fullRandom/284.in
fullRandom,285,3118,3139,instancias/fullRandom/285.in
fullRandom,286,4113,1075,instancias/fullRandom/286.in
fullRandom,287,1169,881,instancias/fullRandom/287.in
fullRandom,288,2094,176,instancias/fullRandom/288.in
fullRandom,289,3515,1056,instancias/fullRandom/289.in
fullRandom,290,1150,1374,instancias/fullRandom/290.in
fullRandom,291,934,1236,instancias/fullRandom/291.in
fullRandom,292,1891,543,instancias/fullRandom/292.in
fullRandom,293,4510,4039,instancias/fullRandom/293.in
fullRandom,294,1728,2058,instancias/fullRandom/294.in
fullRandom,295,2505,2280,instancias/fullRandom/295.in
fullRandom,296,2764,2248,instancias/fullRandom/296.in
fullRandom,297,2823,2497,instancias/fullRandom/297.in
fullRandom,298,4085,437,instancias/fullRandom/298.in
fullRandom,299,852,1046,instancias/fullRandom/299.in
fullRandom,300,615,3757,instancias/fullRandom/300.in
fullRandom,301,1807,4446,instancias/fullRandom/301.in
fullRandom,302,4782,1736,instancias/fullRandom/302.in
fullRandom,303,1564,806,instancias/fullRandom/303.in
fullRandom,304,2692,868,instancias/fullRandom/304.in
fullRandom,305,1764,2789,instancias/fullRandom/305.in
fullRandom,306,2749,4674,instancias/fullRandom/306.in
fullRandom,307,2953,3202,instancias/fullRandom/307.in
fullRandom,308,3553,10,instancias/fullRandom/308.in
fullRandom,309,2867,3534,instancias/fullRandom/309.in
fullRandom,310,1643,183,instancias/fullRandom/310.in
fullRandom,311,1352,3356,instancias/fullRandom/311.in
fullRandom,312,3140,4130,instancias/fullRandom/312.in
fullRandom,313,99,2708,instancias/fullRandom/313.in
fullRandom,314,4888,740,instancias/fullRandom/314.in
fullRandom,315,1099,2350,instancias/fullRandom/315.in
fullRandom,316,1099,1632,instancias/fullRandom/316.in
fullRandom,317,3868,781,instancias/fullRandom/317.in
fullRandom,318,4286,91,instancias/fullRandom/318.in
fullRandom,319,4687,75,instancias/fullRandom/319.in
fullRandom,320,741,922,instancias/fullRandom/320.in
fullRandom,321,909,569,instancias/fullRandom/321.in
fullRandom,322,4463,1701,instancias/fullRandom/322.in
fullRandom,323,1412,1349,instancias/fullRandom/323.in
fullRandom,324,2341,213,instancias/fullRandom/324.in
fullRandom,325,4582,312,instancias/fullRandom/325.in
fullRandom,326,4106,2496,instancias/fullRandom/326.in
fullRandom,327,3249,3590,instancias/fullRandom/327.in
fullRandom,328,4473,2237,instancias/fullRandom/328.in
fullRandom,329,4687,4946,instancias/fullRandom/329.in
fullRandom,330,4137,1556,instancias/fullRandom/330.in
fullRandom,331,3388,2467,instancias/fullRandom/331.in
fullRandom,332,3091,1633,instancias/fullRandom/332.in
fullRandom,333,3974,2266,instancias/fullRandom/333.in
fullRandom,334,61,4930,instancias/fullRandom/334.in
fullRandom,335,13,4254,instancias/fullRandom/335.in
fullRandom,336,818,4080,instancias/fullRandom/336.in
fullRandom,337,3754,2410,instancias/fullRandom/337.in
fullRandom,338,1443,524,instancias/fullRandom/338.in
fullRandom,339,2738,1101,instancias/fullRandom/339.in
fullRandom,340,2754,4201,instancias/fullRandom/340.in
fullRandom,341,3930,1266,instancias/fullRandom/341.in
fullRandom,342,2186,1609,instancias/fullRandom/342.in
fullRandom,343,2467,2765,instancias/fullRandom/343.in
fullRandom,344,1062,2086,instancias/fullRandom/344.in
fullRandom,345,2902,1278,instancias/fullRandom/345.in
fullRandom,346,4633,1533,instancias/fullRandom/346.in
fullRandom,347,3963,2262,instancias/fullRandom/347.in
fullRandom,348,2578,718,instancias/fullRandom/348.in
fullRandom,349,191,625,instancias/fullRandom/349.in
fullRandom,350,882,1133,instancias/fullRandom/350.in
fullRandom,351,4510,919,instancias/fullRandom/351.in
fullRandom,352,4050,3235,instancias/fullRandom/352.in
fullRandom,353,4898,1408,instancias/fullRandom/353.in
fullRandom,354,2702,1117,instancias/fullRandom/354.in
fullRandom,355,2799,4338,instancias/fullRandom/355.in
fullRandom,356,21,4253,instancias/fullRandom/356.in
fullRandom,357,2715,2251,instancias/fullRandom/357.in
fullRandom,358,4266,3054,instancias/fullRandom/358.in
fullRandom,359,4868,1460,instancias/fullRandom/359.in
fullRandom,360,856,4039,instancias/fullRandom/360.in
fullRandom,361,4508,54,instancias/fullRandom/361.in
fullRandom,362,2327,2581,instancias/fullRandom/362.in
fullRandom,363,4081,4277,instancias/fullRandom/363.in
fullRandom,364,4289,4093,instancias/fullRandom/364.in
fullRandom,365,953,4322,instancias/fullRandom/365.in
fullRandom,366,4330,4853,instancias/fullRandom/366.in
fullRandom,367,116,2569,instancias/fullRandom/367.in
fullRandom,368,3530,2193,instancias/fullRandom/368.in
fullRandom,369,3932,381,instancias/fullRandom/369.in
fullRandom,370,2863,1299,instancias/fullRandom/370.in
fullRandom,371,3820,3468,instancias/fullRandom/371.in
fullRandom,372,4451,104,instancias/fullRandom/372.in
fullRandom,373,2280,2987,instancias/fullRandom/373.in
fullRandom,374,2509,3662,instancias/fullRandom/374.in
fullRandom,375,2605,2640,instancias/fullRandom/375.in
fullRandom,376,2535,285,instancias/fullRandom/376.in
fullRandom,377,4662,499,instancias/fullRandom/377.in
fullRandom,378,4077,3785,instancias/fullRandom/378.in
fullRandom,379,4323,3305,instancias/fullRandom/379.in
fullRandom,380,1018,760,instancias/fullRandom/380.in
fullRandom,381,2258,4108,instancias/fullRandom/381.in
fullRandom,382,1972,1247,instancias/fullRandom/382.in
fullRandom,383,441,1899,instancias/fullRandom/383.in
fullRandom,384,2906,588,instancias/fullRandom/384.in
fullRandom,385,4280,1720,instancias/fullRandom/385.in
fullRandom,386,3710,4328,instancias/fullRandom/386.in
fullRandom,387,4885,76,instancias/fullRandom/387.in
fullRandom,388,4522,2017,instancias/fullRandom/388.in
fullRandom,389,191,4633,instancias/fullRandom/389.in
fullRandom,390,1004,456,instancias/fullRandom/390.in
fullRandom,391,3946,2840,instancias/fullRandom/391.in
fullRandom,392,4616,3335,instancias/fullRandom/392.in
fullRandom,393,3451,1983,instancias/fullRandom/393.in
fullRandom,394,2359,1089,instancias/fullRandom/394.in
fullRandom,395,2476,2339,instancias/fullRandom/395.in
fullRandom,396,4351,3342,instancias/fullRandom/396.in
fullRandom,397,3101,3497,instancias/fullRandom/397.in
fullRandom,398,4299,757,instancias/fullRandom/398.in
fullRandom,399,4877,1235,instancias/fullRandom/399.in
fullRandom,400,303,1956,instancias/fullRandom/400.in
fullRandom,401,3493,768,instancias/fullRandom/401.in
fullRandom,402,3574,13,instancias/fullRandom/402.in
fullRandom,403,459,1339,instancias/fullRandom/403.in
fullRandom,404,4725,2795,instancias/fullRandom/404.in
fullRandom,405,3902,736,instancias/fullRandom/405.in
fullRandom,406,581,413,instancias/fullRandom/406.in
fullRandom,407,2372,4395,instancias/fullRandom/407.in
fullRandom,408,2873,1217,instancias/fullRandom/408.in
fullRandom,409,1980,3631,instancias/fullRandom/409.in
fullRandom,410,1150,2976,instancias/fullRandom/410.in
fullRandom,411,3190,1925,instancias/fullRandom/411.in
fullRandom,412,2419,3754,instancias/fullRandom/412.in
fullRandom,413,345,2655,instancias/fullRandom/413.in
fullRandom,414,2790,4804,instancias/fullRandom/414.in
fullRandom,415,3923,4892,instancias/fullRandom/415.in
fullRandom,416,2159,242,instancias/fullRandom/416.in
fullRandom,417,2851,183,instancias/fullRandom/417.in
fullRandom,418,756,1524,instancias/fullRandom/418.in
fullRandom,419,1072,1243,instancias/fullRandom/419.in
fullRandom,420,1909,3029,instancias/fullRandom/420.in
fullRandom,421,1992,3195,instancias/fullRandom/421.in
fullRandom,422,2960,3321,instancias/fullRandom/422.in
fullRandom,423,4552,3920,instancias/fullRandom/423.in
fullRandom,424,3607,2887,instancias/fullRandom/424.in
fullRandom,425,1095,3633,instancias/fullRandom/425.in
fullRandom,426,1801,223,instancias/fullRandom/426.in
fullRandom,427,3366,2093,instancias/fullRandom/427.in
fullRandom,428,3291,3712,instancias/fullRandom/428.in
fullRandom,429,4060,3398,instancias/fullRandom/429.in
fullRandom,430,2419,2450,instancias/fullRandom/430.in
fullRandom,431,1466,4297,instancias/fullRandom/431.in
fullRandom,432,81,197,instancias/fullRandom/432.in
fullRandom,433,3326,3839,instancias/fullRandom/433.in
fullRandom,434,1190,1489,instancias/fullRandom/434.in
fullRandom,435,3635,536,instancias/fullRandom/435.in
fullRandom,436,1930,2349,instancias/fullRandom/436.in
fullRandom,437,4457,784,instancias/fullRandom/437.in
fullRandom,438,4839,350,instancias/fullRandom/438.in
fullRandom,439,2725,1899,instancias/fullRandom/439.in
fullRandom,440,4832,4,instancias/fullRandom/440.in
fullRandom,441,2263,1230,instancias/fullRandom/441.in
fullRandom,442,4575,681,instancias/fullRandom/442.in
fullRandom,443,709,3020,instancias/fullRandom/443.in
fullRandom,444,335,50,instancias/fullRandom/444.in
fullRandom,445,2538,667,instancias/fullRandom/445.in
fullRandom,446,4044,815,instancias/fullRandom/446.in
fullRandom,447,768,4166,instancias/fullRandom/447.in
fullRandom,448,361,739,instancias/fullRandom/448.in
fullRandom,449,1170,1042,instancias/fullRandom/449.in
fullRandom,450,369,4546,instancias/fullRandom/450.in
fullRandom,451,3224,237,instancias/fullRandom/451.in
fullRandom,452,4460,1598,instancias/fullRandom/452.in
fullRandom,453,142,1576,instancias/fullRandom/453.in
fullRandom,454,1394,812,instancias/fullRandom/454.in
fullRandom,455,610,16,instancias/fullRandom/455.in
fullRandom,456,3602,2352,instancias/fullRandom/456.in
fullRandom,457,3352,427,instancias/fullRandom/457.in
fullRandom,458,885,1964,instancias/fullRandom/458.in
fullRandom,459,4354,146,instancias/fullRandom/459.in
fullRandom,460,3535,3984,instancias/fullRandom/460.in
fullRandom,461,4007,254,instancias/fullRandom/461.in
fullRandom,462,4665,4007,instancias/fullRandom/462.in
fullRandom,463,2765,3410,instancias/fullRandom/463.in
fullRandom,464,1696,488,instancias/fullRandom/464.in
fullRandom,465,4790,2993,instancias/fullRandom/465.in
fullRandom,466,1261,3599,instancias/fullRandom/466.in
fullRandom,467,4075,4784,instancias/fullRandom/467.in
fullRandom,468,3009,4326,instancias/fullRandom/468.in
fullRandom,469,4012,3079,instancias/fullRandom/469.in
fullRandom,470,1741,462,instancias/fullRandom/470.in
fullRandom,471,1461,2029,instancias/fullRandom/471.in
fullRandom,472,100,3055,instancias/fullRandom/472.in
fullRandom,473,4442,753,instancias/fullRandom/473.in
fullRandom,474,28,4926,instancias/fullRandom/474.in
fullRandom,475,2011,4437,instancias/fullRandom/475.in
fullRandom,476,3309,4133,instancias/fullRandom/476.in
fullRandom,477,1369,2740,instancias/fullRandom/477.in
fullRandom,478,493,3382,instancias/fullRandom/478.in
fullRandom,479,1264,1659,instancias/fullRandom/479.in
fullRandom,480,4145,2764,instancias/fullRandom/480.in
fullRandom,481,2164,324,instancias/fullRandom/481.in
fullRandom,482,3361,1279,instancias/fullRandom/482.in
fullRandom,483,4626,4528,instancias/fullRandom/483.in
fullRandom,484,2017,1162,instancias/fullRandom/484.in
fullRandom,485,4826,2009,instancias/fullRandom/485.in
fullRandom,486,1147,610,instancias/fullRandom/486.in
fullRandom,487,1461,1172,instancias/fullRandom/487.in
fullRandom,488,1306,4523,instancias/fullRandom/488.in
fullRandom,489,921,3146,instancias/fullRandom/489.in
fullRandom,490,1682,1585,instancias/fullRandom/490.in
fullRandom,491,1059,3063,instancias/fullRandom/491.in
fullRandom,492,2326,752,instancias/fullRandom/492.in
fullRandom,493,327,4979,instancias/fullRandom/493.in
fullRandom,494,2315,3695,instancias/fullRandom/494.in
fullRandom,495,4752,3011,instancias/fullRandom/495.in
fullRandom,496,192,2493,instancias/fullRandom/496.in
fullRandom,497,3503,1051,instancias/fullRandom/497.in
fullRandom,498,1759,4811,instancias/fullRandom/498.in
fullRandom,499,3759,4595,instancias/fullRandom/499.in
fullRandom,500,1941,2413,instancias/fullRandom/500.in
fullRandom,501,1553,167,instancias/fullRandom/501.in
fullRandom,502,1106,2729,instancias/fullRandom/502.in
fullRandom,503,4613,2306,instancias/fullRandom/503.in
fullRandom,504,3173,1566,instancias/fullRandom/504.in
fullRandom,505,2831,2153,instancias/fullRandom/505.in
fullRandom,506,3701,184,instancias/fullRandom/506.in
